Signal.Cabin.Infotainment.Media.Played.Source,"136","String","","","","Media selected for playback","unknown / SiriusXM / AM / FM / DAB / TV / CD / DVD / AUX / USB / Disk / Bluetooth / Internet / Voice / Beep"
Signal.Cabin.Infotainment.Media.Played.Track,"139","String","","","","Name of track being played",""
Signal.Cabin.Infotainment.Media.Played.URI,"140","String","","","","User Resource associated with the media",""
Signal.Cabin.Infotainment.Media.Played.Artist,"137","String","","","","Name of artist being played",""
Signal.Cabin.Infotainment.Navigation,"","branch","","","","All navigation actions",""
Signal.Cabin.Infotainment.Navigation.DestinatonSet,"","branch","","","","A navigation has been selected.",""
Signal.Cabin.Infotainment.Navigation.DestinatonSet.Latitude,"144","Double","","-90","90","Latitude of destination",""
Signal.Cabin.Infotainment.Navigation.DestinatonSet.Longitude,"145","Double","","-180","180","Longitude of destination",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation,"","branch","","","","The current latitude and longitude of the vehicle.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Altitude,"150","Double","m","","","Current elevation of the position in meters.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Longitude,"147","Double","","-180","180","Current longitude of vehicle, as reported by GPS.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Latitude,"146","Double","","-90","90","Current latitude of vehicle, as reported by GPS.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Speed,"151","UInt16","m/s","0","250","Vehicle speed, as sensed by the GPS receiver.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Heading,"148","Double","","0","360","Current magnetic compass heading, in degrees.",""
Signal.Cabin.Infotainment.Navigation.CurrentLocation.Accuracy,"149","Double","m","","","Accuracy level of the latitude and longitude coordinates in meters.",""
Signal.Cabin.Sunroof,"","branch","","","","Sun roof status.",""
Signal.Cabin.Sunroof.Position,"152","Int8","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted",""
Signal.Cabin.Sunroof.Switch,"153","String","","","","Switch controlling sliding action such as window, sunroof, or shade.","Inactive / Close / Open / OneShotClose / OneShotOpen / TiltUp / TiltDown"
Signal.Cabin.Sunroof.Shade,"","branch","","","","Sun roof shade status",""
Signal.Cabin.Sunroof.Shade.Position,"155","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Sunroof.Shade.Switch,"154","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Seat,"","branch","","","","All seats.",""
Signal.Cabin.Seat.Row1,"","branch","","","","Front seats",""
Signal.Cabin.Seat.Row1.Pos4,"","branch","","","","Fourth seat from left, front row",""
Signal.Cabin.Seat.Row1.Pos4.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row1.Pos4.HeadRestraint.Height,"345","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row1.Pos4.Recline,"338","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row1.Pos4.HasPassenger,"334","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row1.Pos4.Heating,"336","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row1.Pos4.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row1.Pos4.Lumbar.Inflation,"342","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos4.Lumbar.Height,"343","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos4.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row1.Pos4.Airbag.IsDeployed,"346","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row1.Pos4.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Down,"354","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Up,"353","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cooler,"348","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline.Forward,"358","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Recline.Backward,"357","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Up,"351","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Down,"364","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Inflate,"365","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Up,"363","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Lumbar.Deflate,"366","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Down,"352","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Warmer,"347","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Down,"360","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Forward,"361","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Backward,"362","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Cushion.Up,"359","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Forward,"349","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Backward,"350","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage.Increase,"355","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.Massage.Decrease,"356","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster.Inflate,"367","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Switch.SideBolster.Deflate,"368","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos4.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row1.Pos4.Cushion.Length,"341","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row1.Pos4.Cushion.Height,"340","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos4.IsBelted,"335","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row1.Pos4.Position,"339","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row1.Pos4.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row1.Pos4.SideBolster.Inflation,"344","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos4.Massage,"337","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row1.Pos5,"","branch","","","","Fifth seat from left, front row",""
Signal.Cabin.Seat.Row1.Pos5.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row1.Pos5.HeadRestraint.Height,"380","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row1.Pos5.Recline,"373","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row1.Pos5.HasPassenger,"369","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row1.Pos5.Heating,"371","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row1.Pos5.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row1.Pos5.Lumbar.Inflation,"377","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos5.Lumbar.Height,"378","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos5.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row1.Pos5.Airbag.IsDeployed,"381","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row1.Pos5.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint.Down,"389","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint.Up,"388","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cooler,"383","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline.Forward,"393","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline.Backward,"392","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Up,"386","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Down,"399","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Inflate,"400","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Up,"398","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Deflate,"401","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Down,"387","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Warmer,"382","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Down,"395","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Forward,"396","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Backward,"397","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Up,"394","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Forward,"384","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Backward,"385","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage.Increase,"390","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage.Decrease,"391","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster.Inflate,"402","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster.Deflate,"403","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos5.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row1.Pos5.Cushion.Length,"376","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row1.Pos5.Cushion.Height,"375","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos5.IsBelted,"370","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row1.Pos5.Position,"374","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row1.Pos5.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row1.Pos5.SideBolster.Inflation,"379","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos5.Massage,"372","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row1.Pos2,"","branch","","","","Second seat from left, front row",""
Signal.Cabin.Seat.Row1.Pos2.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row1.Pos2.HeadRestraint.Height,"275","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row1.Pos2.Recline,"268","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row1.Pos2.HasPassenger,"264","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row1.Pos2.Heating,"266","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row1.Pos2.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row1.Pos2.Lumbar.Inflation,"272","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos2.Lumbar.Height,"273","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos2.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row1.Pos2.Airbag.IsDeployed,"276","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row1.Pos2.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Down,"284","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Up,"283","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cooler,"278","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline.Forward,"288","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline.Backward,"287","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Up,"281","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Down,"294","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Inflate,"295","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Up,"293","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Deflate,"296","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Down,"282","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Warmer,"277","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Down,"290","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Forward,"291","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Backward,"292","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Up,"289","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Forward,"279","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Backward,"280","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage.Increase,"285","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage.Decrease,"286","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Inflate,"297","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Deflate,"298","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos2.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row1.Pos2.Cushion.Length,"271","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row1.Pos2.Cushion.Height,"270","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos2.IsBelted,"265","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row1.Pos2.Position,"269","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row1.Pos2.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row1.Pos2.SideBolster.Inflation,"274","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos2.Massage,"267","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row1.Pos3,"","branch","","","","Third seat from left, front row",""
Signal.Cabin.Seat.Row1.Pos3.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row1.Pos3.HeadRestraint.Height,"310","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row1.Pos3.Recline,"303","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row1.Pos3.HasPassenger,"299","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row1.Pos3.Heating,"301","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row1.Pos3.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row1.Pos3.Lumbar.Inflation,"307","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos3.Lumbar.Height,"308","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos3.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row1.Pos3.Airbag.IsDeployed,"311","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row1.Pos3.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Down,"319","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Up,"318","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cooler,"313","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline.Forward,"323","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline.Backward,"322","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Up,"316","Boolean","","","","Seat up switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar,"","branch","","","","Lumbar switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Down,"329","Boolean","","","","Lumbar down switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Inflate,"330","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Up,"328","Boolean","","","","Lumbar up switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Deflate,"331","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Down,"317","Boolean","","","","Seat down switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Warmer,"312","Boolean","","","","Warmer switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion,"","branch","","","","Cushion switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Down,"325","Boolean","","","","Seat cushion down switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Forward,"326","Boolean","","","","Seat cushion forward/lengthen switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Backward,"327","Boolean","","","","Seat cushion backward/shorten switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Up,"324","Boolean","","","","Seat cushion up switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Forward,"314","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Backward,"315","Boolean","","","","Seat forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage,"","branch","","","","Massage switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage.Increase,"320","Boolean","","","","Increase massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage.Decrease,"321","Boolean","","","","Decrease massage level switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster,"","branch","","","","Side bolster switches",""
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Inflate,"332","Boolean","","","","Lumbar inflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Deflate,"333","Boolean","","","","Lumbar deflation switch engaged",""
Signal.Cabin.Seat.Row1.Pos3.Cushion,"","branch","","","","Cushion signals.",""
Signal.Cabin.Seat.Row1.Pos3.Cushion.Length,"306","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.",""
Signal.Cabin.Seat.Row1.Pos3.Cushion.Height,"305","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos3.IsBelted,"300","Boolean","","","","Is the belt engaged.",""
Signal.Cabin.Seat.Row1.Pos3.Position,"304","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost",""
Signal.Cabin.Seat.Row1.Pos3.SideBolster,"","branch","","","","Side bolster settings",""
Signal.Cabin.Seat.Row1.Pos3.SideBolster.Inflation,"309","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos3.Massage,"302","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage.",""
Signal.Cabin.Seat.Row1.Pos1,"","branch","","","","First seat from left, front row",""
Signal.Cabin.Seat.Row1.Pos1.HeadRestraint,"","branch","","","","Head restraint settings",""
Signal.Cabin.Seat.Row1.Pos1.HeadRestraint.Height,"240","UInt8","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Topmost.",""
Signal.Cabin.Seat.Row1.Pos1.Recline,"233","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline",""
Signal.Cabin.Seat.Row1.Pos1.HasPassenger,"229","Boolean","","","","Does the seat have a passenger in it.",""
Signal.Cabin.Seat.Row1.Pos1.Heating,"231","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat",""
Signal.Cabin.Seat.Row1.Pos1.Lumbar,"","branch","","","","Lumbar signals",""
Signal.Cabin.Seat.Row1.Pos1.Lumbar.Inflation,"237","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.",""
Signal.Cabin.Seat.Row1.Pos1.Lumbar.Height,"238","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.",""
Signal.Cabin.Seat.Row1.Pos1.Airbag,"","branch","","","","Airbag signals",""
Signal.Cabin.Seat.Row1.Pos1.Airbag.IsDeployed,"241","Boolean","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.",""
Signal.Cabin.Seat.Row1.Pos1.Switch,"","branch","","","","Seat switch signals",""
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint,"","branch","","","","Head restraint switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Down,"249","Boolean","","","","Head restraint down switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Up,"248","Boolean","","","","Head restraint up switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Cooler,"243","Boolean","","","","Cooler switch for Seat heater",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline,"","branch","","","","Recline switches",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline.Forward,"253","Boolean","","","","Seatback recline forward switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline.Backward,"252","Boolean","","","","Seatback recline backward switch engaged",""
Signal.Cabin.Seat.Row1.Pos1.Switch.Up,"246","Boolean","","","","Seat up switch engaged",""
